,0,1
1208,raniipipariya 1,20
1209,lokhartalai1,23
1210,semariyajoshi_jambada,32
1211,diwancharshi-2,34
1212,belkund 1,33
1213,ranipur,23
1214,bopalwadi_jambada,32
1215,diwancharshi-2,34
1216,ghutigad,34
1217,bothiyamaal,33
1218,koyalari,33
1219,medha chindwad 1,33
1220,shalyedhana_jambada,32
1221,mokalwada_1,21
1222,somlapur_jambada,32
1223,BARRASAYGOHAN,35
1224,suki,33
1225,BELDHANA,35
1226,raikhedi_1,21
1227,raikhedi _2,21
1228,tirmahu1_jambada,32
1229,taronkala_2,21
1230,taronkhurd,21
1231,CHICHOLIDHANA 03,35
1232,CHOPANIKHURD,35
1233,bakanj,21
1234,parasthani,38
1235,DHODAPOKHARANI,35
1236,bor,21
1237,paradsinga 2,38
1238,sandiya 2,38
1239,GOULIDHANA,35
1240,anikhedi,33
1241,sandiya 1,38
1242,sonoli,38
1243,GOREGAON 01,35
1244,jamunjhiri_jambada,32
1245,borikash,34
1246,anderbavadi,33
1247,temjhira b,38
1248,anderbavadi dhana,33
1249,churni,34
1250,diwancharshi-1,34
1251,balkheda,33
1252,lokhartalai2,23
1253,belkund dhana,33
1254,satai,23
1255,gadwa,34
1256,bothiyarayyat,33
1257,gangiya,23
1258,gorakhar-2,34
1259,amladakalan1,23
1260,dabhona,33
1261,gorakhar-1,34
1262,hathanajhiri,34
1263,dharul,33
1264,jashodi,34
1265,gokhlapur,33
1266,hiradehi,33
1267,kolgaon-2,34
1268,kolgaon-3,34
1269,kelbehra,33
1270,chicholi11,37
1271,mani 1,33
1272,muchagohan,34
1273,pipaldhari,33
1274,nadha,33
1275,chicholi14,37
1276,belmandai_gramin,32
1277,baranwadi,37
1278,Ghanabad (Mini),18
1279,sasabad1_gramin,32
1280,bigwa2,37
1281,birpur,37
1282,sasabad3_gramin,32
1283,andhariya1_gramin,32
1284,gondumandai2,37
1285,khairuaa,21
1286,devpurkotmi1,37
1287,andhariya3_gramni,32
1288,khairikhurd,21
1289,MASOD,35
1290,devpurkomi2,37
1291,hasalpur1_gramin,32
1292,devpurkomi3,37
1293,posera,21
1294,NAWAPUR01,35
1295,pipariya kala,21
1296,hasalpur2_gramin,32
1297,NAVAPUR 02,35
1298,kolgaon-1,34
1299,chicholi10,37
1300,chicholi12,37
1301,mani 2,33
1302,mandwa,34
1303,chicholi13,37
1304,nayakcharshi,34
1305,pipla,34
1306,sonora,33
1307,salaarjun,34
1308,chichkumbh,33
1309,sehra-1,34
1310,sehra-2,34
1311,sehra-3,34
1312,tapshriwardchicholi,37
1313,tamiyagad,34
1314,pat,33
1315,GOREGAON 02,35
1316,nasirabad1,37
1317,GOREGAON 03,35
1318,nasirabad2,37
1319,BARHAPUR 01,35
1320,bigwa1,37
1321,sasabad2_gramin,32
1322,hiralal dhana,33
1323,KORAKUDHANA,35
1324,jinora,21
1325,gondumandai1,37
1326,kanhaar_1,21
1327,andhariya2_gramin,32
1328,kanhaar_2,21
1329,MAJARWANI01,35
1330,MAJARWANI 02,35
1331,mahalwada,21
1332,padrakha,21
1333,pali,21
1334,pparkhi,21
1335,rajola ,21
1336,rampur tola_2,21
1337,rampur_1,21
1338,singhoda,21
1339,laxmantola_gramin,32
1340,singhodi,21
1341,NAVAPUR 03,35
1342,sirpan,21
1343,tada,21
1344,ramli1_gramin,32
1345,PATELDHANA,35
1346,thutha dahalwada tola _2,21
1347,ramli2_gramin,32
1348,thutha dahalwada _1,21
1349,shiplai ,37
1350,udaypura,21
1351,nandpur1_gramin,32
1352,aamdhana,33
1353,chakar,21
1354,Khojanpur,18
1355,khairi1,37
1356,bicchua_bankhedi,22
1357,chhirai,21
1358,bankhedi-3_bankhedi,22
1359,churni,21
1360,nandpur2_gramin,32
1361,khairi3,37
1362,mahudhana ,36
1363,ghana ,21
1364,aasti 4,33
1365,devthan_gramin,32
1366,kokadhana ,36
1367,shingraikhapa,37
1368,sasundra1_gramin,32
1369,chicholi6,37
1370,pachmardi_4,21
1371,pachmardi_6,21
1372,bairamdhana,33
1373,atari1,37
1374,pachmardi_8,21
1375,sasundra3_gramin,32
1376,chindwad vangram,33
1377,atari2,37
1378,behdadhana ,36
1379,dangrapatha,33
1380,pagara,21
1381,varedhana 1,36
1382,tekapar,21
1383,jogli4,37
1384,bothiyabramhanwada_gramin,32
1385,malajpur1,37
1386,hidli 1,33
1387,hidli 2,33
1388,malajpur4,37
1389,malajpur5,37
1390,RAKSI,35
1391,SARANDI,35
1392,asadi2,37
1393,anjandana,21
1394,UMDLA,35
1395,bariaam,21
1396,asadi1,37
1397,aasti 1,33
1398,bairagar,36
1399,khairi2,37
1400,chillod,21
1401,khatapani ,36
1402,garadehi aasti 2,33
1403,aasti 3,33
1404,palaspani ,36
1405,jamandhonga,21
1406,bagvani,33
1407,khari,21
1408,mongra,21
1409,nadiya ,21
1410,bori1,37
1411,pachmardi_1,21
1412,umardha-5_umardha,22
1413,gvadidhana,36
1414,bori2,37
1415,pachmardi_3,21
1416,sasundra2_gramin,32
1417,aadersh pipariya ,36
1418,pachmardi_7,21
1419,muslimdhana ,36
1420,semaldhana,36
1421,pachmardi_2,21
1422,atari2,37
1423,pachmardi_5,21
1424,lohardhana,36
1425,raikheda,21
1426,nayegav_gramin,32
1427,jogli1,37
1428,singanama,21
1429,gargud,33
1430,jogli2,37
1431,supdongar,21
1432,kumhardhana ,36
1433,jhitapati_gramin,32
1434,jogli3,37
1435,pateldhana ,36
1436,vinoura,21
1437,hidli 3,33
1438,pateldhana ,36
1439,hidli 4,33
1440,kawla 1,33
1441,kawla 2,33
1442,malajpur2,37
1443,malajpur3,37
1444,varedhana 2,36
1445,katkuhi3,37
1446,naharpur2,37
1447,bajrang colony ,36
1448,chhindikhapa ,36
1449,khadkadhana ,36
1450,niwari2,37
1451,KAKARIYA,27
1452,rojhda1,37
1453,fhogriya,37
1454,KAMTADA1,27
1455,jamti,37
1456,KAMTADA2,27
1457,kanaujiya2_gramin,32
1458,khairi,33
1459,morudhana,33
1460,ROLGAOV,27
1461,buchakheda ,36
1462,kanaujiya1_gramin,32
1463,mandidhana ,36
1464,TANDAVASTI,27
1465,panbehra 2,33
1466,satkund 1,33
1467,seridhana,33
1468,theska,33
1469,katkuhi1,37
1470,katkuhi2,37
1471,MASANGAOV1,27
1472,jamundhana ,36
1473,bajardhana ,36
1474,naharpur1,37
1475,imlidhana ,36
1476,hidli ,36
1477,MASANGAOV2,27
1478,pachudhana ,36
1479,MASANGAOV3,27
1480,bondri 1,40
1481,pachudhana ,36
1482,niwari1,37
1483,niwari3,37
1484,madanidhana_gramin,32
1485,rojhda2,37
1486,medha dhana,33
1487,SULTANPUR,27
1488,harijanvard ,36
1489,palaspani,33
1490,panbehra 1,33
1491,satkund 2,33
1492,akkalvadi 1,33
1493,akkalvadi 2,33
1494,bhaisaghat,33
1495,chaugad 1,33
1496,bondri 2,40
1497,chaugad 2,33
1498,dhodkheda,33
1499,hivra 1,33
1500,hivra 2,33
1501,jamgavo,33
1502,jamthi,33
1503,kopra,33
1504,lalkhedi,33
1505,mandvi 1,33
1506,churni1,37
1507,churni2,37
1508,bijadehi 1,40
1509,bordraiyat,37
1510,kurkudhana,37
1511,BADGAON,35
1512,bijadehi 3,40
1513,bhurbhur ,37
1514,BHONDIYAKUND,35
1515,tandha,37
1516,BOTHIYA,35
1517,CHIKHALAJHODI 02,35
1518,Khoksar,18
1519,CHIKHALAJHODI 01,35
1520,DHAR 02,35
1521,aalamgarh2,37
1522,aamapura,37
1523,GOULIDHANA,35
1524,kurshna1,37
1525,GHOGAL,35
1526,raidas ward2_shahri,32
1527,kajali 2,40
1528,tilak ward1_shahri,32
1529,khokhrakheda,37
1530,gullardhana ,36
1531,tilak ward2_shahri,32
1532,gawashen ,37
1533,shashtri ward1_shahri,32
1534,KABRAMAL,35
1535,golidhanagawashen ,37
1536,KASAI,35
1537,harai1,37
1538,jamu ,36
1539,KHAMLA 02,35
1540,baladongri,37
1541,chirapatla1,37
1542,chirapatla2,37
1543,chirapatla3,37
1544,chirapatla4,37
1545,chirapatla5,37
1546,barjorpur,40
1547,BADGAON,35
1548,bijadehi 2,40
1549,golidhanabord,37
1550,BARAMACHA,35
1551,patalda ,37
1552,BORKHEDI,35
1553,dariyawganj ,37
1554,jhiradhoh1,37
1555,jhiriyadhoh2,37
1556,jhiriyadhoh3,37
1557,DEDPANI,35
1558,aalamgarh1,37
1559,kanjitalab,40
1560,DOLDHANA,35
1561,raidas ward1_shahri,32
1562,kajali 1 ,40
1563,kurshna2,37
1564,HARIMAU,35
1565,JAMUKHEDA,35
1566,JAMUNDHANA,35
1567,shashtri ward2_shahri,32
1568,KHAMLA 01,35
1569,utti ,36
1570,harai2,37
1571,gorkidhana ,36
1572,dhamnya 1,36
1573,tokdhana ,36
1574,kavlikheda ,40
1575,nevralondu,36
1576,buretha ,36
1577,chhatrashal ward5_shahri,32
1578,KOUDIYA,35
1579,KUKARU,35
1580,devpurkomi4,37
1581,LOKALDARI,35
1582,subhash ward6_shahri,32
1583,aalampur2,37
1584,motipur,37
1585,MEGHNATHDHANA02,35
1586,laxmibai ward1_shahri,32
1587,pathakheda1,37
1588,MEGHNATHDHANA 01,35
1589,pathakheda3,37
1590,PATAKHEDA KABRA RAYYEAT,35
1591,badhaichal ward_shahri,32
1592,pathakheda5,37
1593,pathakheda7,37
1594,dhaniyajam3,37
1595,dhaniyajam4,37
1596,nandra1,37
1597,aalampur1,37
1598,zakir husain ward7_shahri,32
1599,laxmibai ward2_shahri,32
1600,pathakheda2,37
1601,bhagatsingh ward_shahri,32
1602,pathakheda4,37
1603,pathakheda6,37
1604,patel ward_shahri,32
1605,DHAR 01,35
1606,aazad ward_shahri,32
1607,dhaniyajam1,37
1608,dhaniyajam2,37
1609,ward 1 kendra kramank 2,26
1610,ward 1 kendra kramank 3,26
1611,nandra2,37
1612,bela1,37
1613,bela2,37
1614,godhna1,37
1615,godhna2,37
1616,kamtamal1,37
1617,LALMATI,27
1618,kamtamal2,37
1619,ambedkar ward_shahri,32
1620,bisighat_narera,32
1621,kamtamal3,37
1622,piplbarra1,37
1623,narera_narera,32
1624,piplbarra2,37
1625,DAGAWASHANKAR1,27
1626,mahudhanaaalmpur,37
1627,belalohardhana,37
1628,Harishchandradhana,32
1629,mandvi 2,33
1630,aamabagholi,38
1631,mandvi 3,33
1632,mandvi 4,33
1633,diyamahu_narera,32
1634,mandvi 5,33
1635,aamadoh,38
1636,nayegaov,33
1637,MOHANPUR,27
1638,bhilai,38
1639,divtiya,38
1640,barangwadi1_narera,32
1641,heti,38
1642,rajola 1,33
1643,rambha ,36
1644,chudiya2,37
1645,jambadi,38
1646,DULIYA ,27
1647,rajola 2,33
1648,chudiya3,37
1649,salai dhana,33
1650,jaulkheda 1,38
1651,ringdhana ,36
1652,jaulkheda 2,38
1653,chudiya5,37
1654,umari,33
1655,ballaur1,37
1656,kanhabagholi,38
1657,babrya,33
1658,chandu 2,36
1659,chindikhapa,37
1660,dhodra ,36
1661,bhumkadhana_narera,32
1662,khapariya,37
1663,mohi,38
1664,harijan dhana ,36
1665,nagarkot,38
1666,kasmar,37
1667,gaadagohan ,36
1668,dadarimal,37
1669,parmandal 2,38
1670,dadariraiyat,37
1671,paregav,38
1672,kanari1,37
1673,taigaur ward_shahri,32
1674,sarra,38
1675,DHURGADA,27
1676,behadi_narera,32
1677,sukakhedi,38
1678,kasyabarra ,36
1679,bhodiyakhap,37
1680,palsya,36
1681,bhimnagar2_shahri,32
1682,mohanpura,37
1683,bhimnagar3_shahri,32
1684,barkheda,37
1685,lohardhana ,36
1686,panchi,37
1687,gurunank ward_shahri,32
1688,sonajidhana,36
1689,NEEMGAOV1,27
1690,tokra,37
1691,palaspani 2,33
1692,dharni,38
1693,pandurna,33
1694,patra,33
1695,chudiya1,37
1696,hetikhapa,38
1697,barangwadi2_narera,32
1698,goddiyadhana,36
1699,chudiya4,37
1700,barangwadi3_narera,32
1701,KHAMAPADWA,27
1702,chandu 1,36
1703,ballaur2,37
1704,khapaumariya,38
1705,khatedakala,38
1706,parsda,37
1707,bhurkaldhana_narera,32
1708,lakhajhiri ,36
1709,nirgud,38
1710,BAMNHGAOV,27
1711,parmandal 1,38
1712,mendha ,36
1713,kasya ,36
1714,taigaur ward_shahri,32
1715,kanari2,37
1716,semjhira,38
1717,bhimnagar1_shahri,32
1718,valni,38
1719,mangara_narera,32
1720,devthan,37
1721,jamnagri,37
1722,GAHAL1,27
1723,GAHAL2,27
1724,badakhari_narera,32
1725,sitapur,36
1726,NEEMGAOV2,27
1727,behdadhana,36
1728,shivaji ward_shahri,32
1729,rikhadi1_narera,32
1730,MIRJAPUR,27
1731,gandhi ward1_shahri,32
1732,rikhadi2_narera,32
1733,roadgav bodkhi_shari,32
1734,khidkikhurd_shahri,32
1735,chhipaniyapipariya1_narera,32
1736,chhipaniyapipariya2_narera,32
1737,sagwani,37
1738,shivaji ward_shahri,32
1739,dokya ,36
1740,gandhi ward2_shahri,32
1741,dhousra_shahri,32
1742,chhipaniyapipariya3_narera,32
1743,babarboh1_khedlibazar,32
1744,bamhani_khedlibazar,32
1745,barchhi1_khedlibazar,32
1746,GANGLA,27
1747,chunahajuri4,37
1748,GHOGHDAMAFI,27
1749,chunagosai1,37
1750,balaimal,37
1751,kundara_narera,32
1752,bhuyari_khedlibazar,32
1753,sitadongri1,37
1754,sitadongri2,37
1755,dudhiya2,37
1756,hardu1,37
1757,borgav_khedlibazar,32
1758,badadhana,37
1759,umariya1_khedlibazar,32
1760,bijori_narera,32
1761,sonolibundala_jambada,32
1762,bramhanwada_khedlibazar,32
1763,kajali_gramin,32
1764,muvariya_narera,32
1765,chunahajuri1,37
1766,DOMANMAOO,27
1767,chunahajuri2,37
1768,chunahajuri3,37
1769,surnadehi_narera,32
1770,barchhi2_khedlibazar,32
1771,chikhlar_narera,32
1772,chunagosai2,37
1773,gawajhdap,37
1774,barchhi3_khedlibazar,32
1775,harrawadi,37
1776,kondhar,37
1777,tekaridhana,37
1778,kothiya_narera,32
1779,dudhiya1,37
1780,dudhiya3,37
1781,bichhua_khedlibazar,32
1782,dudhiya4,37
1783,bamla_narera,32
1784,hardu2,37
1785,harnya,37
1786,jamli,37
1787,unchagohan1,37
1788,unchagohan2,37
1789,unchagohan3,37
1790,dehalwada_narera,32
1791,umariya2_khedlibazar,32
1792,unchagohan4,37
1793,Bandrabhan,18
1794,Barkhedi,18
1795,BALNER,35
1796,BASNERKALA,35
1797,BASNERKHURD 01,35
1798,BASNERKHURD 02,35
1799,BASNERKHURD 03,35
1800,GARPAGARIDHANA,35
1801,GAYKHAM,35
1802,JAMJHIRI 01,35
1803,JHIRNADHANA,35
1804,JHIRNADHANA,35
1805,gandhi ward,38
1806,KALDONGARI 02,35
1807,KOLGAON,35
1808,KOYLARI,35
1809,MALEGAON 02,35
1810,amladakala2,23
1811,NEEMDHANA,35
1812,dangariya_khedlibazar,32
1813,borpani,33
1814,chindwad sawasan,33
1815,NAKTIDHANA ,35
1816,SAYGOHAN,35
1817,khedlibazar2_khedlibazar,32
1818,SIRAJGAON,35
1819,TAMSAR,35
1820,VIJAYGRAM 02,35
1821,rajegav_khedlibazar,32
1822,tarodakala_khedlibazar,32
1823,dhanori 2,33
1824,khajari_khedlibazar,32
1825,gohanda,33
1826,dehari_khedlibazar,32
1827,gunkhed 1,33
1828,jawra 2,33
1829,BADGAON 02,35
1830,junawani,33
1831,faridpur,23
1832,JAMJHIRI 02,35
1833,KALDONGARI 01,35
1834,KOYLARI,35
1835,MALEGAON 01,35
1836,MOHANLALDHANA,35
1837,anikheda,33
1838,bijasani,33
1839,amladakhurd,23
1840,NIPANYA,35
1841,paraswada,23
1842,pastlaimal_khedlibazar,32
1843,khedlibazar1_khedlibazar,32
1844,dhanora 2,33
1845,khedlibazar3_khedlibazar,32
1846,mandai_khedlibazar,32
1847,harijandhana_khedlibazar,32
1848,VIJAYGRAM 01,35
1849,sonegav_khedlibazar,32
1850,dhanora 1,33
1851,dhanori 1,33
1852,pastlai raiyat__khedlibazar,32
1853,gujarmal,33
1854,AMBEDKAR WARD,35
1855,kehlpur_khedlibazar,32
1856,gunkhed 2,33
1857,BADGAON,35
1858,jawra 1,33
1859,bandarkho,23
1860,BAGDARA,35
1861,khatgad,33
1862,guranjghat1,23
1863,BHIVKUND,35
1864,musakhedi,33
1865,CHURNADHANA ,35
1866,pusli 2,33
1867,pusli 3,33
1868,sawangi 2,33
1869,morghat,23
1870,DHUDIYA MINI,35
1871,samardha,23
1872,temurani 2,33
1873,dhekna,23
1874,turaborgav_khedlibazar,32
1875,majre ghoghra,33
1876,badgav_khedlibazar,32
1877,morkha1_morkha,32
1878,guranjghat2,23
1879,pusli 1,33
1880,DEVI WARD,35
1881,choukimafi,23
1882,DHUDIYANAI,35
1883,liladiya,23
1884,sawangi 1,33
1885,sivanpat,33
1886,GODIDHANA,35
1887,temurani 1,33
1888,GOULANDHANA ,35
1889,HANUMANWARD,35
1890,morkha3_morkha,32
1891,tipnapur,33
1892,morkha3_morkha,32
1893,JAWAHAR NEHARU WARD,35
1894,KOUDIDHANA ,35
1895,babjai,33
1896,khari_morkha,32
1897,bakud 1,33
1898,bakud 2,33
1899,ghana,23
1900,bhojudhana,33
1901,chichpati,33
1902,KORADI,35
1903,dhawadi,33
1904,dhayavani,33
1905,khairwada 2,33
1906,MA PURNA WARD,35
1907,GANDHI WARD,35
1908,naththudhana,33
1909,MAHAVIR WARD,35
1910,pathadha 1,33
1911,pathadha 2,33
1912,POKHARANI,35
1913,thani,33
1914,ghana,23
1915,morkha2_morkha,32
1916,nirgud dhana,33
1917,ENDIRA WARD,35
1918,kujba1_morkha,32
1919,kujba2_morkha,32
1920,kohpani_morkha,32
1921,ambada,33
1922,kekadiya_morkha,32
1923,ghana,23
1924,bakud 3,33
1925,kathi1_morkha,32
1926,bothi 1,33
1927,bothi 2,33
1928,kathi2_morkha,32
1929,LAHAS,35
1930,khairwada 1,33
1931,kokadhana,33
1932,banga_morkha,32
1933,aamakatara,23
1934,matka,33
1935,pindarai_morkha,32
1936,dudariya1_morkha,32
1937,dudariya2_morkha,32
1938,leelajhar1_morkha,32
1939,MOULANA AJAD WARD,35
1940,leelajhar2_morkha,32
1941,PIPARIDHANA ,35
1942,biskhan1_morkha,32
1943,renuka khapa,33
1944,jaitadhana_morkha,32
1945,tarodabujurg1_morkha,32
1946,SUBHAS WARD,35
1947,satner 4,33
1948,tarodabujurg2_morkha,32
1949,satner 5,33
1950,TRIVENI WARD,35
1951,tarodabujurg3_morkha,32
1952,biskhan2_morkha,32
1953,SARAI,35
1954,satner 1,33
1955,lahi,23
1956,CIVIL LINE,35
1957,satner 2,33
1958,satner 3,33
1959,taki,33
1960,nawalgauo,23
1961,plasi,23
1962,temni,33
1963,hardoli_morkha,32
1964,ward 26 ka kendra 50   03,25
1965,sirupura,23
1966,gubrail1_morkha,32
1967,moriya,23
1968,AMLA ,35
1969,gubrail2_morkha,32
1970,khapa sirkund_morkha,32
1971,jhinnapura,23
1972,shahpur,23
1973,AMBORI,35
1974,BORGAON,35
1975,bordehi1_bordehi,32
1976,bordehi2_bordehi,32
1977,BOTHIYA,35
1978,CHICHOLADHANA,35
1979,chtarkheda_1,23
1980,DADUDHANA ,35
1981,chtarkheda_2,23
1982,GODIDHANA ,35
1983,HANUMANDHANA ,35
1984,bordehi3_bordehi,32
1985,harniya2_bordehi,32
1986,nazarpur_bordehi,32
1987,bhiladiyakala_2,23
1988,khamra_bordehi,32
1989,bhiladiyakala_3,23
1990,Gadriya,23
1991,taparvani_bordehi,32
1992,kalmeshwara1_bordehi,32
1993,kalmeshwara2_bordehi,32
1994,KAMIDA,35
1995,kachhar_bordehi,32
1996,KERPANI,35
1997,Rupadeh,23
1998,Mudiyakhedi,23
1999,sahajkui,23
2000,banada,23
2001,Babri_1,23
2002,ghatawadikala_bordehi,32
2003,Babri_2,23
2004,pathada,23
2005,malegav_bordehi,32
2006,kacharboh_bordehi,32
2007,Amladadoger,23
2008,Lodhdi_1,23
2009,bochanwadi_ratedakala,32
2010,chtarkheda_3,23
2011,chtarkheda_3,23
2012,Toraniya,23
2013,harniya1_bordehi,32
2014,bhiladiyakala_1,23
2015,jamunbichhuva_bordehi,32
2016,jamundhana_bordehi,32
2017,tikabarri_bordehi,32
2018,khandepipariya_bordehi,32
2019,karopani_bordehi,32
2020,jamunbichhuva raiyat__bordehi,32
2021,INDIRA COLONY,35
2022,JAMUDHANA ,35
2023,JHALLAR,35
2024,ramnagar_bordehi,32
2025,Rmpura,23
2026,SONTALAI02,28
2027,bhayawadi_bordehi,32
2028,vasniyakeer,23
2029,depamandai_bordehi,32
2030,itawa_bordehi,32
2031,banskhapa_bordehi,32
2032,hatnora_bordehi,32
2033,chopna_bordehi,32
2034,Aaypa,23
2035,bodud raiyat_bordehi,32
2036,ghatawadikhurd_bordehi,32
2037,Rasi,23
2038,amni_ratedakala,32
2039,aavariya_ratedakala,32
2040,bichchhukhan_ratedakala,32
2041,Lodhdi_2,23
2042,borikhurd_ratedakala,32
2043,Rjorakurmi,23
2044,chhaval_ratedakala,32
2045,devpipariya_ratedakala,32
2046,Dimaver,23
2047,Jamuniyaharji,23
2048,Borat,23
2049,kharigayawani_ratedakala,32
2050,khateda_ratedakala,32
2051,parsodi_ratedakala,32
2052,SUKHRAS1,27
2053,Pagdhal_1,23
2054,SUKHRAS2,27
2055,Babdiyabhau_2,23
2056,DAGAWASHANKAR2,27
2057,Ravanpipal_1,23
2058,Jeeraveh,23
2059,Kothra_1,23
2060,Kothra_3,23
2061,Bheropur_1,23
2062,Bheropur_2,23
2063,Tinsya,23
2064,Bisonikala_2,23
2065,Bisonikhurd,23
2066,Soyat,23
2067,Bhangiya_1,23
2068,Bhangiya_2,23
2069,Harpalpur,23
2070,Kalyakhedi,23
2071,Rehda_2,23
2072,BALAGAOV1,27
2073,Chotlay_1,23
2074,BALAGAOV2,27
2075,Chotlay_2,23
2076,BALAGAOV3,27
2077,Chotlay_3,23
2078,Bundarakala,23
2079,Gwadi,23
2080,KANARDA,27
2081,KANARDA,27
2082,Kotlakhedi_1,23
2083,KUKRAWAD1,27
2084,Rjorajat,23
2085,dutmur_ratedakala,32
2086,Chbora,23
2087,thani_ratedakala,32
2088,ghisi_ratedakala,32
2089,Kajli,23
2090,jamdehikhurd_ratedakala,32
2091,kharimal_ratedakala,32
2092,khapakhateda1_ratedakala,32
2093,khapakhateda2_ratedakala,32
2094,Lohariyakhurd,23
2095,ladi1_ratedakala,32
2096,ladi2_ratedakala,32
2097,Paretiya,23
2098,ratedakala_ratedakala,32
2099,ratedakhurd_ratedakala,32
2100,shivpuridhana_ratedakala,32
2101,toranwada1_ratedakala,32
2102,Pagdhal_2,23
2103,toranwada2_ratedakala,32
2104,jamdehikala_ratedakala,32
2105,Babdiyabhau_1,23
2106,Babdiyabhau_3,23
2107,Ravanpipal_2,23
2108,Nirkhi_1,23
2109,Nirkhi_2,23
2110,Kothra_2,23
2111,Dethi,23
2112,Chokigwah,23
2113,Berkhedi,23
2114,Bisonikala_1,23
2115,Bisonikala_3,23
2116,Khapriya_1,23
2117,Khapriya_2,23
2118,Jhillay,23
2119,Rehda_1,23
2120,Bhela,23
2121,Chanbad,23
2122,KHARPA,27
2123,Kotlakhedi_2,23
2124,Kotlakhedi_3,23
2125,KUKRAWAD2,27
2126,Dhmasa_1,23
2127,BUNDDRA,27
2128,Hathnapur,23
2129,JIJGAOVKHURD,27
2130,NAKWADA,27
2131,SIRKAMBA1,27
2132,SIRKAMBA2,27
2133,JHADPA1,27
2134,JHADPA2,27
2135,JHUNDGAOVMEN,27
2136,Temlakala,23
2137,JHUNDGAOVMINI,27
2138,Dhmasa_2,23
2139,JHADPA3,27
2140,MAGARDHA1,27
2141,BARKHEDI,27
2142,MURLIKHEDA,27
2143,JHALLAR,27
2144,JHIRI,27
2145,GUTHANIYA,27
2146,ward 25  ka kendra 124   05,25
2147,MAGARDHA2,27
2148,MAGARDHA3,27
2149,RESALPUR1,27
2150,RESALPUR2,27
2151,ABGAOVKHURD1,27
2152,BANDIMALOR,27
2153,ABGAOVKHURD2,27
2154,ABGAOVKHURD3,27
2155,ABGAOVKHURD4,27
2156,DAGAWANIMA,27
2157,ward 31  ka kendra 56   05,25
2158,SONKHEDI,27
2159,BHUWANKHEDI,27
2160,BHUNNAS1,27
2161,BHUNNAS2,27
2162,RAHTAKHURD1,27
2163,RAHTAKHURD2,27
2164,BICHHOLAMAL ,28
2165,RUPIPARETIYA,27
2166,BHATPARETIYA,27
2167,MANJHLI,27
2168,AALANPUR,27
2169,BICHHOLARAIYAT ,28
2170,RANAHAIKALA1,27
2171,RANAHAIKALA2,27
2172,KOTLIYAKHEDIMINI,27
2173,NAHALKHEDAMINI,27
2174,GADRAPUR ,28
2175,JIJGAOVKALAMINI,27
2176,RANIYAKHEDIMINI,27
2177,JAMLI,28
2178,KADOLAUBARI,27
2179,dehri 22,24
2180,KARNPURA ,28
2181,jujharpur 23,24
2182,LOTIYA,28
2183,PALASNER2,27
2184,KELANPUR,27
2185,BEED,27
2186,bhoura 4,40
2187,PEEPALGHATA,28
2188,jhujharpur 26,24
2189,SENGUD,28
2190,BAIDAGAONV,28
2191,KALISARAY,28
2192,MINIJAMALI,28
2193,jhagar ,23
2194,bhatna ,40
2195,bhoura 1,40
2196,bhoura 3,40
2197,bhoura 5,40
2198,chhimadi raiyat,40
2199,dendupura ,40
2200,dhapada 1,40
2201,dhapadamaal  2,40
2202,gurgunda 1,40
2203,guwadi 1,40
2204,guwadi 2,40
2205,salimet 1,40
2206,salimet 2,40
2207,SAMARDHA,27
2208,PALASNER1,27
2209,jujharpur 24,24
2210,JHADPA,28
2211,KACHBAIDI ,28
2212,HANIFABAD,28
2213,KAYAGAONV,28
2214,EDABAIDA,28
2215,MINILOTIYA,28
2216,pipalber,23
2217,chirmantekari,40
2218,dhapadaraiyat ,40
2219,dhar 1,40
2220,dhar 2,40
2221,dhasaee,40
2222,gurgunda 2,40
2223,mansingura ,40
2224,ranapura ,40
2225,salimet 3,40
2226,timarni awc 4,30
2227,KHAPA,35
2228,KHODARI,35
2229,KIRAD DHANA,35
2230,LAYWANI 02,35
2231,LAYWANI 01,35
2232,MACHHI,35
2233,MAHARPANI,35
2234,MENDHA,35
2235,NANDRA,35
2236,PULDHANA ,35
2237,RAMJIDHANA ,35
2238,SIVANPAT,35
2239,TEMURANI,35
2240,THESKA,35
2241,BAIDI1,28
2242,BAIDI2,28
2243,DHANGAONV,28
2244,BUNDRA,28
2245,JHALVA2,28
2246,AJNASKHURD,28
2247,AJNASRAIYAT,28
2248,MINIRELWA,28
2249,DEVTALAW,28
2250,ATARSAMA,28
2251,KHEDA,28
2252,BHAVARTALAW,28
2253,gondikhrar,23
2254,BHADUGAONV,28
2255,surgi,23
2256,RATATALAI1,28
2257,RATATALAI2,28
2258,Nandrwada_3,23
2259,Gajnpur_1,23
2260,Gajnpur_2,23
2261,HEMAPUR,28
2262,Narri,23
2263,Pipalgota,23
2264,AADALPURRAYAT,28
2265,DEWAS,28
2266,Bhavnda,23
2267,jondhal,23
2268,ghoghra,23
2269,napupura,23
2270,tiliaavli,23
2271,DHONDI,35
2272,bhmedi_1,23
2273,bhmedi_2,23
2274,jatamau,23
2275,GARPATHAR 03,35
2276,baint,23
2277,GHOGAMA,35
2278,GUNGHATI,35
2279,HANUMANDHANA,35
2280,JUNAPANI,35
2281,makdai,23
2282,uradi,23
2283,dhedi,23
2284,Aagrakhurd,23
2285,Manwada,23
2286,Nandrwada_1,23
2287,Nandrwada_2,23
2288,KHARDANA,28
2289,UWAA,28
2290,Sota_chikhli,23
