,0,1
1205,pandol,33
1206,naharwada,21
1207,rabdya,33
1208,nandwada,21
1209,mahatpur 2,38
1210,panri,21
1211,panari tola,21
1212,mahilawadi,38
1213,sontalai_jambada,32
1214,BORGAON,35
1215,raiyatwadi,21
1216,sonolibundala,32
1217,richheda,21
1218,malegav,38
1219,sarra,21
1220,CHICHOLIDHANA 02,35
1221,taronkala_1,21
1222,CHICHOLIDHANA 01,35
1223,DHODAPOKHARANI,35
1224,banskheda,21
1225,paradsinga 1,38
1226,budhni,21
1227,DHOKANA,35
1228,tirmahu2_jambada,32
1229,amdar,34
1230,badori,34
1231,bagdari,34
1232,parswada,20
1233,bichua,20
1234,bothi,34
1235,raniipipariya 1,20
1236,lokhartalai1,23
1237,semariyajoshi_jambada,32
1238,diwancharshi-2,34
1239,belkund 1,33
1240,ranipur,23
1241,bopalwadi_jambada,32
1242,diwancharshi-2,34
1243,ghutigad,34
1244,bothiyamaal,33
1245,koyalari,33
1246,kundkalan,23
1247,medha chindwad 1,33
1248,shalyedhana_jambada,32
1249,chandrapura,23
1250,mokalwada_1,21
1251,somlapur_jambada,32
1252,BARRASAYGOHAN,35
1253,suki,33
1254,BELDHANA,35
1255,raikhedi_1,21
1256,raikhedi _2,21
1257,tirmahu1_jambada,32
1258,taronkala_2,21
1259,taronkhurd,21
1260,CHICHOLIDHANA 03,35
1261,CHOPANIKHURD,35
1262,bakanj,21
1263,parasthani,38
1264,DHODAPOKHARANI,35
1265,bor,21
1266,paradsinga 2,38
1267,sandiya 2,38
1268,GOULIDHANA,35
1269,anikhedi,33
1270,sandiya 1,38
1271,sonoli,38
1272,GOREGAON 01,35
1273,jamunjhiri_jambada,32
1274,borikash,34
1275,anderbavadi,33
1276,temjhira b,38
1277,anderbavadi dhana,33
1278,churni,34
1279,diwancharshi-1,34
1280,balkheda,33
1281,lokhartalai2,23
1282,belkund dhana,33
1283,satai,23
1284,gadwa,34
1285,bothiyarayyat,33
1286,gangiya,23
1287,gorakhar-2,34
1288,amladakalan1,23
1289,dabhona,33
1290,gorakhar-1,34
1291,hathanajhiri,34
1292,dharul,33
1293,jashodi,34
1294,gokhlapur,33
1295,hiradehi,33
1296,kolgaon-2,34
1297,kolgaon-3,34
1298,kelbehra,33
1299,chicholi11,37
1300,mani 1,33
1301,muchagohan,34
1302,pipaldhari,33
1303,nadha,33
1304,chicholi14,37
1305,belmandai_gramin,32
1306,baranwadi,37
1307,Ghanabad (Mini),18
1308,sasabad1_gramin,32
1309,bigwa2,37
1310,birpur,37
1311,sasabad3_gramin,32
1312,andhariya1_gramin,32
1313,gondumandai2,37
1314,khairuaa,21
1315,devpurkotmi1,37
1316,andhariya3_gramni,32
1317,khairikhurd,21
1318,MASOD,35
1319,devpurkomi2,37
1320,hasalpur1_gramin,32
1321,devpurkomi3,37
1322,posera,21
1323,NAWAPUR01,35
1324,pipariya kala,21
1325,hasalpur2_gramin,32
1326,NAVAPUR 02,35
1327,kolgaon-1,34
1328,chicholi10,37
1329,chicholi12,37
1330,mani 2,33
1331,mandwa,34
1332,chicholi13,37
1333,nayakcharshi,34
1334,pipla,34
1335,sonora,33
1336,salaarjun,34
1337,chichkumbh,33
1338,sehra-1,34
1339,sehra-2,34
1340,sehra-3,34
1341,tapshriwardchicholi,37
1342,tamiyagad,34
1343,pat,33
1344,GOREGAON 02,35
1345,nasirabad1,37
1346,GOREGAON 03,35
1347,nasirabad2,37
1348,BARHAPUR 01,35
1349,bigwa1,37
1350,sasabad2_gramin,32
1351,hiralal dhana,33
1352,KORAKUDHANA,35
1353,jinora,21
1354,gondumandai1,37
1355,kanhaar_1,21
1356,andhariya2_gramin,32
1357,kanhaar_2,21
1358,MAJARWANI01,35
1359,MAJARWANI 02,35
1360,mahalwada,21
1361,padrakha,21
1362,pali,21
1363,pparkhi,21
1364,rajola ,21
1365,rampur tola_2,21
1366,rampur_1,21
1367,singhoda,21
1368,laxmantola_gramin,32
1369,singhodi,21
1370,NAVAPUR 03,35
1371,sirpan,21
1372,tada,21
1373,ramli1_gramin,32
1374,PATELDHANA,35
1375,thutha dahalwada tola _2,21
1376,ramli2_gramin,32
1377,thutha dahalwada _1,21
1378,shiplai ,37
1379,udaypura,21
1380,nandpur1_gramin,32
1381,aamdhana,33
1382,chakar,21
1383,Khojanpur,18
1384,khairi1,37
1385,bicchua_bankhedi,22
1386,chhirai,21
1387,bankhedi-3_bankhedi,22
1388,churni,21
1389,nandpur2_gramin,32
1390,khairi3,37
1391,mahudhana ,36
1392,ghana ,21
1393,aasti 4,33
1394,devthan_gramin,32
1395,kokadhana ,36
1396,shingraikhapa,37
1397,sasundra1_gramin,32
1398,chicholi6,37
1399,pachmardi_4,21
1400,pachmardi_6,21
1401,bairamdhana,33
1402,atari1,37
1403,pachmardi_8,21
1404,sasundra3_gramin,32
1405,chindwad vangram,33
1406,atari2,37
1407,behdadhana ,36
1408,dangrapatha,33
1409,pagara,21
1410,varedhana 1,36
1411,tekapar,21
1412,jogli4,37
1413,bothiyabramhanwada_gramin,32
1414,malajpur1,37
1415,hidli 1,33
1416,hidli 2,33
1417,malajpur4,37
1418,malajpur5,37
1419,RAKSI,35
1420,SARANDI,35
1421,asadi2,37
1422,anjandana,21
1423,UMDLA,35
1424,bariaam,21
1425,asadi1,37
1426,aasti 1,33
1427,bairagar,36
1428,khairi2,37
1429,chillod,21
1430,khatapani ,36
1431,garadehi aasti 2,33
1432,aasti 3,33
1433,palaspani ,36
1434,jamandhonga,21
1435,bagvani,33
1436,khari,21
1437,mongra,21
1438,nadiya ,21
1439,bori1,37
1440,pachmardi_1,21
1441,umardha-5_umardha,22
1442,gvadidhana,36
1443,bori2,37
1444,pachmardi_3,21
1445,sasundra2_gramin,32
1446,aadersh pipariya ,36
1447,pachmardi_7,21
1448,muslimdhana ,36
1449,semaldhana,36
1450,pachmardi_2,21
1451,atari2,37
1452,pachmardi_5,21
1453,lohardhana,36
1454,raikheda,21
1455,nayegav_gramin,32
1456,jogli1,37
1457,singanama,21
1458,gargud,33
1459,jogli2,37
1460,supdongar,21
1461,kumhardhana ,36
1462,jhitapati_gramin,32
1463,jogli3,37
1464,pateldhana ,36
1465,vinoura,21
1466,hidli 3,33
1467,pateldhana ,36
1468,hidli 4,33
1469,kawla 1,33
1470,kawla 2,33
1471,malajpur2,37
1472,malajpur3,37
1473,varedhana 2,36
1474,katkuhi3,37
1475,naharpur2,37
1476,bajrang colony ,36
1477,chhindikhapa ,36
1478,khadkadhana ,36
1479,niwari2,37
1480,KAKARIYA,27
1481,rojhda1,37
1482,fhogriya,37
1483,KAMTADA1,27
1484,jamti,37
1485,KAMTADA2,27
1486,kanaujiya2_gramin,32
1487,khairi,33
1488,morudhana,33
1489,ROLGAOV,27
1490,buchakheda ,36
1491,kanaujiya1_gramin,32
1492,mandidhana ,36
1493,TANDAVASTI,27
1494,panbehra 2,33
1495,satkund 1,33
1496,seridhana,33
1497,theska,33
1498,katkuhi1,37
1499,katkuhi2,37
1500,MASANGAOV1,27
1501,jamundhana ,36
1502,bajardhana ,36
1503,naharpur1,37
1504,imlidhana ,36
1505,hidli ,36
1506,MASANGAOV2,27
1507,pachudhana ,36
1508,MASANGAOV3,27
1509,bondri 1,40
1510,pachudhana ,36
1511,niwari1,37
1512,niwari3,37
1513,madanidhana_gramin,32
1514,rojhda2,37
1515,medha dhana,33
1516,SULTANPUR,27
1517,harijanvard ,36
1518,palaspani,33
1519,panbehra 1,33
1520,satkund 2,33
1521,akkalvadi 1,33
1522,akkalvadi 2,33
1523,bhaisaghat,33
1524,chaugad 1,33
1525,bondri 2,40
1526,chaugad 2,33
1527,dhodkheda,33
1528,hivra 1,33
1529,hivra 2,33
1530,jamgavo,33
1531,jamthi,33
1532,kopra,33
1533,lalkhedi,33
1534,mandvi 1,33
1535,churni1,37
1536,churni2,37
1537,bijadehi 1,40
1538,bordraiyat,37
1539,kurkudhana,37
1540,BADGAON,35
1541,bijadehi 3,40
1542,bhurbhur ,37
1543,BHONDIYAKUND,35
1544,tandha,37
1545,BOTHIYA,35
1546,CHIKHALAJHODI 02,35
1547,Khoksar,18
1548,CHIKHALAJHODI 01,35
1549,DHAR 02,35
1550,aalamgarh2,37
1551,aamapura,37
1552,GOULIDHANA,35
1553,kurshna1,37
1554,GHOGAL,35
1555,raidas ward2_shahri,32
1556,kajali 2,40
1557,tilak ward1_shahri,32
1558,khokhrakheda,37
1559,gullardhana ,36
1560,tilak ward2_shahri,32
1561,gawashen ,37
1562,shashtri ward1_shahri,32
1563,KABRAMAL,35
1564,golidhanagawashen ,37
1565,KASAI,35
1566,harai1,37
1567,jamu ,36
1568,KHAMLA 02,35
1569,baladongri,37
1570,chirapatla1,37
1571,chirapatla2,37
1572,chirapatla3,37
1573,chirapatla4,37
1574,chirapatla5,37
1575,barjorpur,40
1576,BADGAON,35
1577,bijadehi 2,40
1578,golidhanabord,37
1579,BARAMACHA,35
1580,patalda ,37
1581,BORKHEDI,35
1582,dariyawganj ,37
1583,jhiradhoh1,37
1584,jhiriyadhoh2,37
1585,jhiriyadhoh3,37
1586,DEDPANI,35
1587,aalamgarh1,37
1588,kanjitalab,40
1589,DOLDHANA,35
1590,raidas ward1_shahri,32
1591,kajali 1 ,40
1592,kurshna2,37
1593,HARIMAU,35
1594,JAMUKHEDA,35
1595,JAMUNDHANA,35
1596,shashtri ward2_shahri,32
1597,KHAMLA 01,35
1598,utti ,36
1599,harai2,37
1600,gorkidhana ,36
1601,dhamnya 1,36
1602,tokdhana ,36
1603,kavlikheda ,40
1604,nevralondu,36
1605,buretha ,36
1606,chhatrashal ward5_shahri,32
1607,KOUDIYA,35
1608,KUKARU,35
1609,devpurkomi4,37
1610,LOKALDARI,35
1611,subhash ward6_shahri,32
1612,aalampur2,37
1613,motipur,37
1614,MEGHNATHDHANA02,35
1615,laxmibai ward1_shahri,32
1616,pathakheda1,37
1617,MEGHNATHDHANA 01,35
1618,pathakheda3,37
1619,PATAKHEDA KABRA RAYYEAT,35
1620,badhaichal ward_shahri,32
1621,pathakheda5,37
1622,pathakheda7,37
1623,dhaniyajam3,37
1624,dhaniyajam4,37
1625,nandra1,37
1626,aalampur1,37
1627,zakir husain ward7_shahri,32
1628,laxmibai ward2_shahri,32
1629,pathakheda2,37
1630,bhagatsingh ward_shahri,32
1631,pathakheda4,37
1632,pathakheda6,37
1633,patel ward_shahri,32
1634,DHAR 01,35
1635,aazad ward_shahri,32
1636,dhaniyajam1,37
1637,dhaniyajam2,37
1638,ward 1 kendra kramank 2,26
1639,ward 1 kendra kramank 3,26
1640,nandra2,37
1641,bela1,37
1642,bela2,37
1643,godhna1,37
1644,godhna2,37
1645,kamtamal1,37
1646,LALMATI,27
1647,kamtamal2,37
1648,ambedkar ward_shahri,32
1649,bisighat_narera,32
1650,kamtamal3,37
1651,piplbarra1,37
1652,narera_narera,32
1653,piplbarra2,37
1654,DAGAWASHANKAR1,27
1655,mahudhanaaalmpur,37
1656,belalohardhana,37
1657,Harishchandradhana,32
1658,mandvi 2,33
1659,aamabagholi,38
1660,mandvi 3,33
1661,mandvi 4,33
1662,diyamahu_narera,32
1663,mandvi 5,33
1664,aamadoh,38
1665,nayegaov,33
1666,MOHANPUR,27
1667,bhilai,38
1668,divtiya,38
1669,barangwadi1_narera,32
1670,heti,38
1671,rajola 1,33
1672,rambha ,36
1673,chudiya2,37
1674,jambadi,38
1675,DULIYA ,27
1676,rajola 2,33
1677,chudiya3,37
1678,salai dhana,33
1679,jaulkheda 1,38
1680,ringdhana ,36
1681,jaulkheda 2,38
1682,chudiya5,37
1683,umari,33
1684,ballaur1,37
1685,kanhabagholi,38
1686,babrya,33
1687,chandu 2,36
1688,chindikhapa,37
1689,dhodra ,36
1690,bhumkadhana_narera,32
1691,khapariya,37
1692,mohi,38
1693,harijan dhana ,36
1694,nagarkot,38
1695,kasmar,37
1696,gaadagohan ,36
1697,dadarimal,37
1698,parmandal 2,38
1699,dadariraiyat,37
1700,paregav,38
1701,kanari1,37
1702,taigaur ward_shahri,32
1703,sarra,38
1704,DHURGADA,27
1705,behadi_narera,32
1706,sukakhedi,38
1707,kasyabarra ,36
1708,bhodiyakhap,37
1709,palsya,36
1710,bhimnagar2_shahri,32
1711,mohanpura,37
1712,bhimnagar3_shahri,32
1713,barkheda,37
1714,lohardhana ,36
1715,panchi,37
1716,gurunank ward_shahri,32
1717,sonajidhana,36
1718,NEEMGAOV1,27
1719,tokra,37
1720,palaspani 2,33
1721,dharni,38
1722,pandurna,33
1723,patra,33
1724,chudiya1,37
1725,hetikhapa,38
1726,barangwadi2_narera,32
1727,goddiyadhana,36
1728,chudiya4,37
1729,barangwadi3_narera,32
1730,KHAMAPADWA,27
1731,chandu 1,36
1732,ballaur2,37
1733,khapaumariya,38
1734,khatedakala,38
1735,parsda,37
1736,bhurkaldhana_narera,32
1737,lakhajhiri ,36
1738,nirgud,38
1739,BAMNHGAOV,27
1740,parmandal 1,38
1741,mendha ,36
1742,kasya ,36
1743,taigaur ward_shahri,32
1744,kanari2,37
1745,semjhira,38
1746,bhimnagar1_shahri,32
1747,valni,38
1748,mangara_narera,32
1749,devthan,37
1750,jamnagri,37
1751,GAHAL1,27
1752,GAHAL2,27
1753,badakhari_narera,32
1754,sitapur,36
1755,NEEMGAOV2,27
1756,behdadhana,36
1757,shivaji ward_shahri,32
1758,rikhadi1_narera,32
1759,MIRJAPUR,27
1760,gandhi ward1_shahri,32
1761,rikhadi2_narera,32
1762,roadgav bodkhi_shari,32
1763,khidkikhurd_shahri,32
1764,chhipaniyapipariya1_narera,32
1765,chhipaniyapipariya2_narera,32
1766,sagwani,37
1767,shivaji ward_shahri,32
1768,dokya ,36
1769,gandhi ward2_shahri,32
1770,dhousra_shahri,32
1771,chhipaniyapipariya3_narera,32
1772,babarboh1_khedlibazar,32
1773,bamhani_khedlibazar,32
1774,barchhi1_khedlibazar,32
1775,GANGLA,27
1776,chunahajuri4,37
1777,GHOGHDAMAFI,27
1778,chunagosai1,37
1779,balaimal,37
1780,kundara_narera,32
1781,bhuyari_khedlibazar,32
1782,sitadongri1,37
1783,sitadongri2,37
1784,dudhiya2,37
1785,hardu1,37
1786,borgav_khedlibazar,32
1787,badadhana,37
1788,umariya1_khedlibazar,32
1789,bijori_narera,32
1790,sonolibundala_jambada,32
1791,bramhanwada_khedlibazar,32
1792,kajali_gramin,32
1793,muvariya_narera,32
1794,chunahajuri1,37
1795,DOMANMAOO,27
1796,chunahajuri2,37
1797,chunahajuri3,37
1798,surnadehi_narera,32
1799,barchhi2_khedlibazar,32
1800,chikhlar_narera,32
1801,chunagosai2,37
1802,gawajhdap,37
1803,barchhi3_khedlibazar,32
1804,harrawadi,37
1805,kondhar,37
1806,tekaridhana,37
1807,kothiya_narera,32
1808,dudhiya1,37
1809,dudhiya3,37
1810,bichhua_khedlibazar,32
1811,dudhiya4,37
1812,bamla_narera,32
1813,hardu2,37
1814,harnya,37
1815,jamli,37
1816,unchagohan1,37
1817,unchagohan2,37
1818,unchagohan3,37
1819,dehalwada_narera,32
1820,umariya2_khedlibazar,32
1821,unchagohan4,37
1822,Bandrabhan,18
1823,Barkhedi,18
1824,BALNER,35
1825,BASNERKALA,35
1826,BASNERKHURD 01,35
1827,BASNERKHURD 02,35
1828,BASNERKHURD 03,35
1829,GARPAGARIDHANA,35
1830,GAYKHAM,35
1831,JAMJHIRI 01,35
1832,JHIRNADHANA,35
1833,JHIRNADHANA,35
1834,gandhi ward,38
1835,KALDONGARI 02,35
1836,KOLGAON,35
1837,KOYLARI,35
1838,MALEGAON 02,35
1839,amladakala2,23
1840,NEEMDHANA,35
1841,dangariya_khedlibazar,32
1842,borpani,33
1843,chindwad sawasan,33
1844,NAKTIDHANA ,35
1845,SAYGOHAN,35
1846,khedlibazar2_khedlibazar,32
1847,SIRAJGAON,35
1848,TAMSAR,35
1849,VIJAYGRAM 02,35
1850,rajegav_khedlibazar,32
1851,tarodakala_khedlibazar,32
1852,dhanori 2,33
1853,khajari_khedlibazar,32
1854,gohanda,33
1855,dehari_khedlibazar,32
1856,gunkhed 1,33
1857,jawra 2,33
1858,BADGAON 02,35
1859,junawani,33
1860,faridpur,23
1861,JAMJHIRI 02,35
1862,KALDONGARI 01,35
1863,KOYLARI,35
1864,MALEGAON 01,35
1865,MOHANLALDHANA,35
1866,anikheda,33
1867,bijasani,33
1868,amladakhurd,23
1869,NIPANYA,35
1870,paraswada,23
1871,pastlaimal_khedlibazar,32
1872,khedlibazar1_khedlibazar,32
1873,dhanora 2,33
1874,khedlibazar3_khedlibazar,32
1875,mandai_khedlibazar,32
1876,harijandhana_khedlibazar,32
1877,VIJAYGRAM 01,35
1878,sonegav_khedlibazar,32
1879,dhanora 1,33
1880,dhanori 1,33
1881,pastlai raiyat__khedlibazar,32
1882,gujarmal,33
1883,AMBEDKAR WARD,35
1884,kehlpur_khedlibazar,32
1885,gunkhed 2,33
1886,BADGAON,35
1887,jawra 1,33
1888,bandarkho,23
1889,BAGDARA,35
1890,khatgad,33
1891,guranjghat1,23
1892,BHIVKUND,35
1893,musakhedi,33
1894,CHURNADHANA ,35
1895,pusli 2,33
1896,pusli 3,33
1897,sawangi 2,33
1898,morghat,23
1899,DHUDIYA MINI,35
1900,samardha,23
1901,temurani 2,33
1902,dhekna,23
1903,turaborgav_khedlibazar,32
1904,majre ghoghra,33
1905,badgav_khedlibazar,32
1906,morkha1_morkha,32
1907,guranjghat2,23
1908,pusli 1,33
1909,DEVI WARD,35
1910,choukimafi,23
1911,DHUDIYANAI,35
1912,liladiya,23
1913,sawangi 1,33
1914,sivanpat,33
1915,GODIDHANA,35
1916,temurani 1,33
1917,GOULANDHANA ,35
1918,HANUMANWARD,35
1919,morkha3_morkha,32
1920,tipnapur,33
1921,morkha3_morkha,32
1922,JAWAHAR NEHARU WARD,35
1923,KOUDIDHANA ,35
1924,babjai,33
1925,khari_morkha,32
1926,bakud 1,33
1927,bakud 2,33
1928,ghana,23
1929,bhojudhana,33
1930,chichpati,33
1931,KORADI,35
1932,dhawadi,33
1933,dhayavani,33
1934,khairwada 2,33
1935,MA PURNA WARD,35
1936,GANDHI WARD,35
1937,naththudhana,33
1938,MAHAVIR WARD,35
1939,pathadha 1,33
1940,pathadha 2,33
1941,POKHARANI,35
1942,thani,33
1943,ghana,23
1944,morkha2_morkha,32
1945,nirgud dhana,33
1946,ENDIRA WARD,35
1947,kujba1_morkha,32
1948,kujba2_morkha,32
1949,kohpani_morkha,32
1950,ambada,33
1951,kekadiya_morkha,32
1952,ghana,23
1953,bakud 3,33
1954,kathi1_morkha,32
1955,bothi 1,33
1956,bothi 2,33
1957,kathi2_morkha,32
1958,LAHAS,35
1959,khairwada 1,33
1960,kokadhana,33
1961,banga_morkha,32
1962,aamakatara,23
1963,matka,33
1964,pindarai_morkha,32
1965,dudariya1_morkha,32
1966,dudariya2_morkha,32
1967,leelajhar1_morkha,32
1968,MOULANA AJAD WARD,35
1969,leelajhar2_morkha,32
1970,PIPARIDHANA ,35
1971,biskhan1_morkha,32
1972,renuka khapa,33
1973,jaitadhana_morkha,32
1974,tarodabujurg1_morkha,32
1975,SUBHAS WARD,35
1976,satner 4,33
1977,tarodabujurg2_morkha,32
1978,satner 5,33
1979,TRIVENI WARD,35
1980,tarodabujurg3_morkha,32
1981,biskhan2_morkha,32
1982,SARAI,35
1983,satner 1,33
1984,lahi,23
1985,CIVIL LINE,35
1986,satner 2,33
1987,satner 3,33
1988,taki,33
1989,nawalgauo,23
1990,plasi,23
1991,temni,33
1992,hardoli_morkha,32
1993,ward 26 ka kendra 50   03,25
1994,sirupura,23
1995,gubrail1_morkha,32
1996,moriya,23
1997,AMLA ,35
1998,gubrail2_morkha,32
1999,khapa sirkund_morkha,32
2000,jhinnapura,23
2001,shahpur,23
2002,AMBORI,35
2003,BORGAON,35
2004,bordehi1_bordehi,32
2005,bordehi2_bordehi,32
2006,BOTHIYA,35
2007,CHICHOLADHANA,35
2008,chtarkheda_1,23
2009,DADUDHANA ,35
2010,chtarkheda_2,23
2011,GODIDHANA ,35
2012,HANUMANDHANA ,35
2013,bordehi3_bordehi,32
2014,harniya2_bordehi,32
2015,nazarpur_bordehi,32
2016,bhiladiyakala_2,23
2017,khamra_bordehi,32
2018,bhiladiyakala_3,23
2019,Gadriya,23
2020,taparvani_bordehi,32
2021,kalmeshwara1_bordehi,32
2022,kalmeshwara2_bordehi,32
2023,KAMIDA,35
2024,kachhar_bordehi,32
2025,KERPANI,35
2026,Rupadeh,23
2027,Mudiyakhedi,23
2028,sahajkui,23
2029,banada,23
2030,Babri_1,23
2031,ghatawadikala_bordehi,32
2032,Babri_2,23
2033,pathada,23
2034,malegav_bordehi,32
2035,kacharboh_bordehi,32
2036,Amladadoger,23
2037,Lodhdi_1,23
2038,bochanwadi_ratedakala,32
2039,chtarkheda_3,23
2040,chtarkheda_3,23
2041,Toraniya,23
2042,harniya1_bordehi,32
2043,bhiladiyakala_1,23
2044,jamunbichhuva_bordehi,32
2045,jamundhana_bordehi,32
2046,tikabarri_bordehi,32
2047,khandepipariya_bordehi,32
2048,karopani_bordehi,32
2049,jamunbichhuva raiyat__bordehi,32
2050,INDIRA COLONY,35
2051,JAMUDHANA ,35
2052,JHALLAR,35
2053,ramnagar_bordehi,32
2054,Rmpura,23
2055,SONTALAI02,28
2056,bhayawadi_bordehi,32
2057,vasniyakeer,23
2058,depamandai_bordehi,32
2059,itawa_bordehi,32
2060,banskhapa_bordehi,32
2061,hatnora_bordehi,32
2062,chopna_bordehi,32
2063,Aaypa,23
2064,bodud raiyat_bordehi,32
2065,ghatawadikhurd_bordehi,32
2066,Rasi,23
2067,amni_ratedakala,32
2068,aavariya_ratedakala,32
2069,bichchhukhan_ratedakala,32
2070,Lodhdi_2,23
2071,borikhurd_ratedakala,32
2072,Rjorakurmi,23
2073,chhaval_ratedakala,32
2074,devpipariya_ratedakala,32
2075,Dimaver,23
2076,Jamuniyaharji,23
2077,Borat,23
2078,kharigayawani_ratedakala,32
2079,khateda_ratedakala,32
2080,parsodi_ratedakala,32
2081,SUKHRAS1,27
2082,Pagdhal_1,23
2083,SUKHRAS2,27
2084,Babdiyabhau_2,23
2085,DAGAWASHANKAR2,27
2086,Ravanpipal_1,23
2087,Jeeraveh,23
2088,Kothra_1,23
2089,Kothra_3,23
2090,Bheropur_1,23
2091,Bheropur_2,23
2092,Tinsya,23
2093,Bisonikala_2,23
2094,Bisonikhurd,23
2095,Soyat,23
2096,Bhangiya_1,23
2097,Bhangiya_2,23
2098,Harpalpur,23
2099,Kalyakhedi,23
2100,Rehda_2,23
2101,BALAGAOV1,27
2102,Chotlay_1,23
2103,BALAGAOV2,27
2104,Chotlay_2,23
2105,BALAGAOV3,27
2106,Chotlay_3,23
2107,Bundarakala,23
2108,Gwadi,23
2109,KANARDA,27
2110,KANARDA,27
2111,Kotlakhedi_1,23
2112,KUKRAWAD1,27
2113,Rjorajat,23
2114,dutmur_ratedakala,32
2115,Chbora,23
2116,thani_ratedakala,32
2117,ghisi_ratedakala,32
2118,Kajli,23
2119,jamdehikhurd_ratedakala,32
2120,kharimal_ratedakala,32
2121,khapakhateda1_ratedakala,32
2122,khapakhateda2_ratedakala,32
2123,Lohariyakhurd,23
2124,ladi1_ratedakala,32
2125,ladi2_ratedakala,32
2126,Paretiya,23
2127,ratedakala_ratedakala,32
2128,ratedakhurd_ratedakala,32
2129,shivpuridhana_ratedakala,32
2130,toranwada1_ratedakala,32
2131,Pagdhal_2,23
2132,toranwada2_ratedakala,32
2133,jamdehikala_ratedakala,32
2134,Babdiyabhau_1,23
2135,Babdiyabhau_3,23
2136,Ravanpipal_2,23
2137,Nirkhi_1,23
2138,Nirkhi_2,23
2139,Kothra_2,23
2140,Dethi,23
2141,Chokigwah,23
2142,Berkhedi,23
2143,Bisonikala_1,23
2144,Bisonikala_3,23
2145,Khapriya_1,23
2146,Khapriya_2,23
2147,Jhillay,23
2148,Rehda_1,23
2149,Bhela,23
2150,Chanbad,23
2151,KHARPA,27
2152,Kotlakhedi_2,23
2153,Kotlakhedi_3,23
2154,KUKRAWAD2,27
2155,Dhmasa_1,23
2156,BUNDDRA,27
2157,Hathnapur,23
2158,JIJGAOVKHURD,27
2159,NAKWADA,27
2160,SIRKAMBA1,27
2161,SIRKAMBA2,27
2162,JHADPA1,27
2163,JHADPA2,27
2164,JHUNDGAOVMEN,27
2165,Temlakala,23
2166,JHUNDGAOVMINI,27
2167,Dhmasa_2,23
2168,ward  ka kendra 113   05,25
2169,ward 13  ka kendra 111   05,25
2170,JHADPA3,27
2171,MAGARDHA1,27
2172,ward 10  ka kendra 110   05,25
2173,BARKHEDI,27
2174,ward 24  ka kendra 75   05,25
2175,MURLIKHEDA,27
2176,JHALLAR,27
2177,JHIRI,27
2178,GUTHANIYA,27
2179,ward 30  ka kendra 128   05,25
2180,ward 12  ka kendra 26   05,25
2181,ward 11  ka kendra 23   05,25
2182,ward 25  ka kendra 124   05,25
2183,ward 25  ka kendra 49   05,25
2184,MAGARDHA2,27
2185,MAGARDHA3,27
2186,ward 24  ka kendra 48   05,25
2187,RESALPUR1,27
2188,RESALPUR2,27
2189,ward 30  ka kendra 55   05,25
2190,ABGAOVKHURD1,27
2191,BANDIMALOR,27
2192,ABGAOVKHURD2,27
2193,ward 25  ka kendra 123   05,25
2194,ABGAOVKHURD3,27
2195,ward 32  ka kendra 57   05,25
2196,ward 30  ka kendra 129   05,25
2197,ABGAOVKHURD4,27
2198,ward 30  ka kendra 78   05,25
2199,DAGAWANIMA,27
2200,ward 13  ka kendra 112   05,25
2201,ward 11  ka kendra 21   05,25
2202,ward 31  ka kendra 56   05,25
2203,ward 10  ka kendra 20   05,25
2204,ward 12  ka kendra 25   05,25
2205,ward 12  ka kendra 24   05,25
2206,ward 11  ka kendra 22   05,25
2207,SONKHEDI,27
2208,BHUWANKHEDI,27
2209,BHUNNAS1,27
2210,BHUNNAS2,27
2211,RAHTAKHURD1,27
2212,RAHTAKHURD2,27
2213,BICHHOLAMAL ,28
2214,RUPIPARETIYA,27
2215,BHATPARETIYA,27
2216,MANJHLI,27
2217,AALANPUR,27
2218,BICHHOLARAIYAT ,28
2219,RANAHAIKALA1,27
2220,RANAHAIKALA2,27
2221,KOTLIYAKHEDIMINI,27
2222,NAHALKHEDAMINI,27
2223,GADRAPUR ,28
2224,JIJGAOVKALAMINI,27
2225,RANIYAKHEDIMINI,27
2226,JAMLI,28
2227,KADOLAUBARI,27
2228,dehri 22,24
2229,KARNPURA ,28
2230,jujharpur 23,24
2231,LOTIYA,28
2232,PALASNER2,27
2233,KELANPUR,27
2234,BEED,27
2235,bhoura 4,40
2236,PEEPALGHATA,28
2237,jhujharpur 26,24
2238,SENGUD,28
2239,BAIDAGAONV,28
2240,KALISARAY,28
2241,MINIJAMALI,28
2242,jhagar ,23
2243,bhatna ,40
2244,bhoura 1,40
2245,bhoura 3,40
2246,bhoura 5,40
2247,chhimadi raiyat,40
2248,dendupura ,40
2249,dhapada 1,40
2250,dhapadamaal  2,40
2251,gurgunda 1,40
2252,guwadi 1,40
2253,guwadi 2,40
2254,salimet 1,40
2255,salimet 2,40
2256,SAMARDHA,27
2257,PALASNER1,27
2258,jujharpur 24,24
2259,JHADPA,28
2260,KACHBAIDI ,28
2261,HANIFABAD,28
2262,KAYAGAONV,28
2263,EDABAIDA,28
2264,MINILOTIYA,28
2265,pipalber,23
2266,chirmantekari,40
2267,dhapadaraiyat ,40
2268,dhar 1,40
2269,dhar 2,40
2270,dhasaee,40
2271,gurgunda 2,40
2272,mansingura ,40
2273,ranapura ,40
2274,salimet 3,40
2275,timarni awc 4,30
2276,KHAPA,35
2277,KHODARI,35
2278,KIRAD DHANA,35
